757,47098,NYC-DND,pgmqgrybcfbgb,D&D Encounters - Hosted by Hex & Company - Beginners Welcome!,7,1565811232000,2020,03,04,19,Wednesday,1583366400000,1583382581000,0_0,0,how to find us,https://www.meetup.com/NYC-DND/events/269037194/
758,47098,NYC-DND,snwxzqybcfbgb,The Brooklyn Strategist Presents: D&D Encounters,7,1558552658000,2020,03,04,19,Wednesday,1583366400000,1583382581000,0_0,0,how to find us,https://www.meetup.com/NYC-DND/events/269034016/
760,47098,NYC-DND,269130622,After Work D&D @ The Compleat Strategist,8,1583156423000,2020,03,05,18,Thursday,1583451000000,1583462017000,0_0,0,"Just a 2 minute walk east from the Empire State Building in Midtown Manhattan. Closest subway stops: 4/6 trains to 33 Street, or B/D/F/M/N/Q/R/W/PATH to 34th St./Herald Square.  At store, take stairs in back down to gaming area in the lower level.",https://www.meetup.com/NYC-DND/events/269130622/
761,47098,NYC-DND,dxqvnnybcfbkb,D&D 5E - AL,18,1501640607000,2020,03,07,13,Saturday,1583604000000,1583623557000,0_0,0,how to find us,https://www.meetup.com/NYC-DND/events/261866405/
764,47098,NYC-DND,snwxzqybcfbpb,The Brooklyn Strategist Presents: D&D Encounters,10,1558552658000,2020,03,11,19,Wednesday,1583967600000,1583981910000,0_0,0,how to find us,https://www.meetup.com/NYC-DND/events/269206775/
766,47098,NYC-DND,dxqvnnybcfbsb,D&D 5E - AL - CANCELLED,1,1501640607000,2020,03,14,13,Saturday,1584205200000,1584224058000,0_0,0,how to find us,https://www.meetup.com/NYC-DND/events/261866408/
850,65784,igda-nyc,fwwkkrybcfbvb,IGDA NYC Coffee and Ice Cream Social,8,1514743017000,2020,03,16,18,Monday,1584397800000,1584410083000,0_0,0,how to find us,https://www.meetup.com/igda-nyc/events/258157253/
851,65784,igda-nyc,269814273,IGDA NYC Virtual Feedback Forum,6,1585847913000,2020,04,14,18,Tuesday,1586903400000,1586912885000,0_0,0,https://www.youtube.com/channel/UCSi4-aZmHsBY-x9djBjXZgw,https://www.meetup.com/igda-nyc/events/269814273/
874,12907,atheists-24,zfkxprybcgbcc,NYC AYTHEISTS PODCAST / PIZZA / VIDEO (MARCH 9TH ) / 7:00PM,11,1580746292000,2020,03,09,19,Monday,1583794800000,1583806028000,0_0,0,how to find us,https://www.meetup.com/atheists-24/events/268983082/
877,12907,atheists-24,dhqqnrybcfbwb,CANCELLED: AMERICAN ATHEISTS CONVENTION / APRIL 10 - 12TH / RESCHEDULED 2021,5,1580746292000,2020,04,10,09,Friday,1586523600000,1586720695000,0_0,0,how to find us,https://www.meetup.com/atheists-24/events/268437452/
878,12907,atheists-24,fmzjrrybcgbrb,NYC ATHEISTS: IS SETTING UP AUDIO & VIDEO CONFERENCING / WILL UPDATE SOON,5,1582910849000,2020,04,13,19,Monday,1586818800000,1586828469000,0_0,0,how to find us,https://www.meetup.com/atheists-24/events/269192352/
880,12907,atheists-24,fmzjrrybchbpb,NYCA SKYPE PODCAST/APRIL 30TH (THUR) 7:30PM/RELIGION ABUSE OF THE 1ST AMENDMENT ,4,1586322704000,2020,04,30,19,Thursday,1588289400000,1588299388000,0_0,0,how to find us,https://www.meetup.com/atheists-24/events/270104370/
889,8940,NYC-Anime,mgljwqybcgbmb,ONLINE- The New York City Anime Group Monthly Meeting,17,1555287310000,2020,04,09,18,Thursday,1586469600000,1586478660000,0_0,0,https://discord.gg/4Rb9Bn2,https://www.meetup.com/NYC-Anime/events/267761654/
890,8940,NYC-Anime,hgljwqybcgbdc,ONLINE New York City Manga MeetUp Group Monthly Meeting,20,1555287258000,2020,04,22,18,Wednesday,1587592800000,1587606126000,0_0,0,https://discord.gg/4Rb9Bn2,https://www.meetup.com/NYC-Anime/events/267761660/
975,52576,concertsinnyc,269928482,Looking for Remote Work? Your Guide to Finding Remote Freelance Jobs Workshop,4,1586349639000,2020,04,14,19,Tuesday,1586905200000,1586916227000,0_0,0,how to find us,https://www.meetup.com/concertsinnyc/events/269928482/
2066,49130,dreaming,269095281,Friday Night Dream Table,4,1583020127000,2020,03,06,18,Friday,1583538300000,1583548440000,0_0,0,email questions please,https://www.meetup.com/dreaming/events/269095281/
2080,57688,nyc-germanculture,268581235,Brooklyn German Language Group - Stammtisch Feb 2020,40,1581264710000,2020,03,04,19,Wednesday,1583366400000,1583379325000,0_0,0,Look for Meetup signs on the stage area left of entrance :),https://www.meetup.com/nyc-germanculture/events/268581235/
2081,57688,nyc-germanculture,268620729,"($39) ""Sexy Science"" German Comedian Vince Ebert in NYC ",11,1581388236000,2020,03,04,19,Wednesday,1583368200000,1583379521000,0_0,0,Please let us know when you bought your ticket so we can reserve enough seats as a group!,https://www.meetup.com/nyc-germanculture/events/268620729/
2085,57688,nyc-germanculture,269843319,($229) ONLINE German Language Courses for various levels,4,1585952723000,2020,04,14,18,Tuesday,1586903400000,1586912885000,0_0,0,zoom.us,https://www.meetup.com/nyc-germanculture/events/269843319/
2086,57688,nyc-germanculture,270069401,($229) ONLINE German Language Courses for various levels,5,1586989691000,2020,04,21,19,Tuesday,1587510000000,1587519043000,0_0,0,zoom.us,https://www.meetup.com/nyc-germanculture/events/270069401/
2134,130643,nycspiritualevents,269704693,Deer Spirit Free Online Reiki Circle w/ Geordie Numata,10,1585365812000,2020,03,30,19,Monday,1585609200000,1585614704000,0_0,0,how to find us,https://www.meetup.com/nycspiritualevents/events/269704693/
2209,107592,mysqlnyc,269169839,EVENT POSTPONED DUE TO Covid-19 PRECAUTIONS,52,1583283901000,2020,03,31,18,Tuesday,1585693800000,1585703329000,0_0,0,how to find us,https://www.meetup.com/mysqlnyc/events/269169839/
2234,50657,dumpsterdiving-4,dfbwddybcfbdb,Freegan Meeting,7,1343047949000,2020,03,09,19,Monday,1583796600000,1583806249000,0_0,0,"We'll be inside Whole Foods Market in the upstairs eating/seating area at 95 East Houston Street (between Bowery & Chrystie) in Manhattan. If you can't find us, call/text Janet at 347-724-6954.",https://www.meetup.com/dumpsterdiving-4/events/268619061/
2235,50657,dumpsterdiving-4,vxklnybcfbdb,Freeganism 101 and Trash Tour,28,1271333309000,2020,03,09,21,Monday,1583802000000,1583812087000,0_0,0,"We'll meet inside Whole Foods Market in the upstairs eating/seating area at 95 East Houston Street (between Bowery & Chrystie) in Manhattan. If you arrive late and cannot find us, call/text Janet at 347-724-6954.",https://www.meetup.com/dumpsterdiving-4/events/268572216/
2238,50657,dumpsterdiving-4,nllvdlybcfbvb,Freeganism 101 and Trash Tour - CANCELLED,4,1421439491000,2020,03,26,21,Thursday,1585270800000,1585281325000,0_0,0,"Stay home, stay safe, take care of each other.",https://www.meetup.com/dumpsterdiving-4/events/268619161/
2240,50657,dumpsterdiving-4,dfbwddybcgbjb,Freegan Meeting online,3,1343047949000,2020,04,06,19,Monday,1586215800000,1586224773000,0_0,0,On Zoom!,https://www.meetup.com/dumpsterdiving-4/events/269778701/
2387,134708,nycrussian,269213992,"Russian retro party ""Spring, music, love""",6,1583437839000,2020,03,12,19,Thursday,1584054000000,1584071744000,0_0,0,how to find us,https://www.meetup.com/nycrussian/events/269213992/
2388,134708,nycrussian,269094588,Cardio Kickboxing Exercise Classes,4,1583016776000,2020,03,15,11,Sunday,1584284400000,1584291631000,0_0,0,Send me a direct message pls.,https://www.meetup.com/nycrussian/events/269094588/
2547,54126,EnergyHealersNYC,trfsnrybcfbgb,Hypnotic & Vortex Healing® Guided Meditation,11,1580926776000,2020,03,04,19,Wednesday,1583366400000,1583379326000,0_0,0,"Take your time coming up. It is the top floor of a 6 floor walk up.  Ring buzzer #32 on the outside bell, and again on the inside buzzer as well.",https://www.meetup.com/EnergyHealersNYC/events/268667461/
2671,30873,Celiac,268828889,"Drinks in Sunnyside, Queens ",7,1582129271000,2020,03,03,19,Tuesday,1583280000000,1583289524000,0_0,0,how to find us,https://www.meetup.com/Celiac/events/268828889/
2672,30873,Celiac,269875508,TONIGHT: The Celiac Project on PBS,4,1586108308000,2020,04,06,00,Monday,1586145600000,1586151972000,0_0,0,how to find us,https://www.meetup.com/Celiac/events/269875508/
2673,30873,Celiac,270257515,Virtual Meetup: Living with Celiac during the Coronavirus Pandemic ,34,1587826465000,2020,04,30,19,Thursday,1588289400000,1588293987000,0_0,0,https://us04web.zoom.us/j/73946629399?pwd=Z2lIZ2VGZnQ5eFVmV3J0QjlBWjhtZz09,https://www.meetup.com/Celiac/events/270257515/
2685,81314,NYCSTG,267261983,Selecting the best Blue-Chip stocks for Covered Call writing,6,1576633577000,2020,03,11,20,Wednesday,1583971200000,1583982160000,0_0,0,how to find us,https://www.meetup.com/NYCSTG/events/267261983/
2686,81314,NYCSTG,267259434,The Definitive Guide to Growth Stocks - byThe School of Hard Stocks- WEBINAR,11,1576625081000,2020,04,07,19,Tuesday,1586300400000,1586310211000,0_0,0,https://us02web.zoom.us/webinar/register/WN gDu4NOZbSQ-ldYucBcWuuw,https://www.meetup.com/NYCSTG/events/267259434/
2712,81082,ia-14,269034117,UX Happy Hour,67,1582816466000,2020,03,11,18,Wednesday,1583965800000,1583978380000,0_0,0,The bar is reserving a space for us.,https://www.meetup.com/ia-14/events/269034117/
2714,54474,enneagram-4,ckgzmpybcfbfb,Emotional Intelligence (part 2) (note no-fee policy/day/place),10,1522253755000,2020,03,02,19,Monday,1583193600000,1583203940000,0_0,0,We'll be on the second floor of the public atrium - on the south (52nd St.) side.,https://www.meetup.com/enneagram-4/events/267757503/
2742,140217,SettlersNYC,kkrhrrybcgbpb,Saturday Settlers Meetup Virtually,10,1586100305000,2020,04,11,13,Saturday,1586624400000,1586638158000,0_0,0,https://cornell.zoom.us/j/464084200?pwd=OE9OTWhFQVlENVFYVzJDalR0YlZ1dz09,https://www.meetup.com/SettlersNYC/events/269876873/
2743,140217,SettlersNYC,qdnnrrybcgbzb,Sunday Settlers Meetup Virtual,9,1581384567000,2020,04,19,13,Sunday,1587315600000,1587327825000,0_0,0,https://cornell.zoom.us/j/93366379282?pwd=WCsvMi9TRE9QUVFmWmxQNzcwcWRsQT09,https://www.meetup.com/SettlersNYC/events/270001514/
2744,140217,SettlersNYC,svvxcrybcgblc,Tuesday Night Settlers of Catan Virtual,11,1561499016000,2020,04,28,17,Tuesday,1588107600000,1588128310000,0_0,0,https://cornell.zoom.us/j/92920458253?pwd=WERzaTRXRmdsdzhnWm5NQkU2RkJvUT09,https://www.meetup.com/SettlersNYC/events/270070814/
2866,144409,socialnetwork-6,269628162,Andy Troy's Virtual 80s Dance Party!,15,1585075981000,2020,03,27,19,Friday,1585350000000,1585363781000,0_0,0,www.twitch.tv/andytroy515,https://www.meetup.com/socialnetwork-6/events/269628162/
2867,144409,socialnetwork-6,269961375,"Andy Troy's Virtual Classic Dance Party, Free Admission!",8,1586478044000,2020,04,17,19,Friday,1587164400000,1587178220000,0_0,0,www.twitch.tv/andytroy515,https://www.meetup.com/socialnetwork-6/events/269961375/
3905,57434,expat-8,269628645,Andy Troy's Virtual 80s Dance Party!,6,1585076184000,2020,03,27,19,Friday,1585350000000,1585363781000,0_0,0,www.twitch.tv/andytroy515,https://www.meetup.com/expat-8/events/269628645/
3906,57434,expat-8,269961360,"Andy Troy's Virtual Classic Dance Party, Free Admission!",5,1586477941000,2020,04,17,19,Friday,1587164400000,1587178219000,0_0,0,www.twitch.tv/andytroy515,https://www.meetup.com/expat-8/events/269961360/
3912,107970,NY-Mythology,270277644,"online meet-up: ""the hymn of the pearl"", a gnostic tale.... ",9,1587923276000,2020,04,28,20,Tuesday,1588119300000,1588128590000,0_0,0,https://meet.google.com/agt-sgvq-jss ,https://www.meetup.com/NY-Mythology/events/270277644/
3960,176399,ny-tech,266904905,March 2020 NY Tech Meetup,61,1575326571000,2020,03,03,18,Tuesday,1583279100000,1583292662000,0_0,10,how to find us,https://www.meetup.com/ny-tech/events/266904905/
3963,176399,ny-tech,270042008,Your Company Financials - What the hell do you do now?,17,1586874792000,2020,04,16,12,Thursday,1587052800000,1587059016000,0_0,0,https://omn.webex.com/omn/onstage/g.php?MTID=e04c43928d2c0810cd51f058d880e94ca,https://www.meetup.com/ny-tech/events/270042008/
3964,176399,ny-tech,270036644,NY Tech Meetup Virtual Lounge,39,1586834040000,2020,04,21,18,Tuesday,1587506400000,1587515849000,0_0,0,how to find us,https://www.meetup.com/ny-tech/events/270036644/
3965,176399,ny-tech,270184073,"Don't Panic, Let's Talk",31,1587503276000,2020,04,23,12,Thursday,1587657600000,1587663538000,0_0,0,https://zoom.us/j/933287408?pwd=allHQWJLUDVNUHo0RVpmSEgxQUFsQT09,https://www.meetup.com/ny-tech/events/270184073/
3988,177092,nyc-liarcheryclub,267088338,Monthly Meetup at Gotham Archery,8,1575995856000,2020,03,01,11,Sunday,1583078400000,1583088247000,0_0,0,See photos on main page. 2-3 organizers will be at every shoot.,https://www.meetup.com/nyc-liarcheryclub/events/267088338/
3990,178198,unionsquare,267724268,A Soldier of the Great War by Mark Helprin,10,1578422279000,2020,03,03,19,Tuesday,1583281800000,1583292916000,0_0,0,Ask the doorman for the Book Club in the Meeting Room on the ground floor,https://www.meetup.com/unionsquare/events/267724268/
3991,178198,unionsquare,269667787,Cry the Beloved Country by Alan Paton --- ONLINE,8,1585235425000,2020,04,07,19,Tuesday,1586302200000,1586313319000,0_0,0,how to find us,https://www.meetup.com/unionsquare/events/269667787/
3992,178198,unionsquare,268682567,Cry the Beloved Country by Alan Paton,6,1581605619000,2020,04,07,19,Tuesday,1586302200000,1586313312000,0_0,0,ask the doorman for the Book Club Meeting in the Meeting Room,https://www.meetup.com/unionsquare/events/268682567/
4153,184599,Garden-State-Gaming-Society,qkbtmrybcfbfc,Call of Cthulhu RPG: Down Darker Trails (1870),5,1578626938000,2020,03,23,18,Monday,1585002600000,1585017932000,0_0,0,how to find us,https://www.meetup.com/Garden-State-Gaming-Society/events/269491805/
4175,184599,Garden-State-Gaming-Society,qkbtmrybcgbbc,ONLINE EVENT - Call of Cthulhu RPG: Down Darker Trails (1870),5,1578626938000,2020,04,20,18,Monday,1587421800000,1587436088000,0_0,0,how to find us,https://www.meetup.com/Garden-State-Gaming-Society/events/270051332/
4379,190144,World-Food-Lovers,269167229,Pitching Wu’s,7,1583276504000,2020,03,12,19,Thursday,1584054000000,1584065264000,0_0,0,how to find us,https://www.meetup.com/World-Food-Lovers/events/269167229/
5329,194872,vegout-nyc,269635459,VegOut Sunday Supper (Online)!,8,1585097760000,2020,03,29,18,Sunday,1585519200000,1585525325000,0_0,0,https://us04web.zoom.us/j/263679338,https://www.meetup.com/vegout-nyc/events/269635459/
5330,194872,vegout-nyc,269736233,"VegOut Sunday Supper (Online) What Are Your Fave Appliances, Utensils & Hacks?",10,1585522022000,2020,04,05,18,Sunday,1586124000000,1586132774000,0_0,0,https://us04web.zoom.us/j/299583020?pwd=L3IrV1ZINFlrUEZCekI0dGh6SGd1QT09,https://www.meetup.com/vegout-nyc/events/269736233/
5331,194872,vegout-nyc,269923413,VegOut Sunday Supper (Online) What's Your Why? What Are You Curious About?,10,1586313657000,2020,04,12,18,Sunday,1586728800000,1586736945000,0_0,0,https://us02web.zoom.us/j/307842382?pwd=UlpZekZ3LzhHRFJqVkxlS2FCc0kwdz09,https://www.meetup.com/vegout-nyc/events/269923413/
5332,194872,vegout-nyc,270051091,VegOut Sunday Supper (Online) Topic: Animals in the Arts!,7,1586909618000,2020,04,19,18,Sunday,1587333600000,1587341651000,0_0,0,how to find us,https://www.meetup.com/vegout-nyc/events/270051091/
5333,194872,vegout-nyc,270165568,VegOut Sunday Supper (Online) - Lasagna!,13,1587413069000,2020,04,26,18,Sunday,1587938400000,1587946726000,0_0,0,how to find us,https://www.meetup.com/vegout-nyc/events/270165568/
6179,216933,TGTSNBN,267977132,March Monthly Meetup - Seamus Finnigan's Wake,30,1579223117000,2020,03,05,19,Thursday,1583452800000,1583465513000,0_0,0,We sit in the private room in the back,https://www.meetup.com/TGTSNBN/events/267977132/
6180,216933,TGTSNBN,269594686,April Monthly MeetUp [ONLINE] - Covid Cinema Presents Puffs! Live Off-Broadway,65,1584930272000,2020,04,02,19,Thursday,1585868400000,1585882457000,0_0,0,https://s.kast.live/g/6h9jl1o2iyt,https://www.meetup.com/TGTSNBN/events/269594686/
6182,216933,TGTSNBN,269927928,Puffs!: Nineteen-ish Years After. Live! from the Actors Homes!,54,1586346045000,2020,04,10,19,Friday,1586561400000,1586574465000,0_0,0,https://www.youtube.com/watch?v=Rn-oVbVWKNw&feature=youtu.be,https://www.meetup.com/TGTSNBN/events/269927928/
6183,216933,TGTSNBN,270062949,"Dude, Where's My Fantastic Friends? LIVE! FROM VARIOUS HOMES!",25,1586967175000,2020,04,17,19,Friday,1587166200000,1587180486000,0_0,0,https://youtu.be/ZNA1vNO W34,https://www.meetup.com/TGTSNBN/events/270062949/
6184,216933,TGTSNBN,270024751,ONLINE Harry Potter Movies trivia! (LIVE-Virtually from ur computer)-Fundraiser,4,1586791123000,2020,04,23,20,Thursday,1587688200000,1587696509000,0_0,0,how to find us,https://www.meetup.com/TGTSNBN/events/270024751/
6185,216933,TGTSNBN,270228040,PUF3S: Eventfulness Maximus LIVE! FROM VARIOUS HOMES!,18,1587687824000,2020,04,24,19,Friday,1587769200000,1587781993000,0_0,0,https://www.youtube.com/watch?v=kg-oBZlEkBA,https://www.meetup.com/TGTSNBN/events/270228040/
6738,221208,wineparty,268785469,March 2020 - No Cover Business and Social Networking,21,1581975216000,2020,03,05,18,Thursday,1583449200000,1583461731000,0_0,0,how to find us,https://www.meetup.com/wineparty/events/268785469/
6755,222903,indiefilm-143,270037621,48HR Online Film Project,5,1586843043000,2020,04,25,12,Saturday,1587830400000,1588005191000,0_0,0,https://us02web.zoom.us/j/85941246751?pwd=OTgyYk9wN0M4OE1FZEdNVUllY1lzZz09 ,https://www.meetup.com/indiefilm-143/events/270037621/
6800,227421,Japanese-Culture,zvrmvpybcfbhb,Weekly Japanese/English Conversation,6,1529090072000,2020,03,05,18,Thursday,1583451000000,1583461999000,0_0,0,Look for tables with the Meetup sign or Japanese dictionaries at the top of the down escalator,https://www.meetup.com/Japanese-Culture/events/269076069/
6801,227421,Japanese-Culture,zvrmvpybcfbqb,Weekly Japanese/English Conversation,4,1529090072000,2020,03,12,18,Thursday,1584052200000,1584064952000,0_0,0,Look for tables with the Meetup sign or Japanese dictionaries at the top of the down escalator,https://www.meetup.com/Japanese-Culture/events/269245196/
6812,227880,shsny-org,lkjrhrybcfbhb,SHSNY Nonfiction Book Club,4,1567720120000,2020,03,05,19,Thursday,1583452800000,1583462201000,0_0,0,how to find us,https://www.meetup.com/shsny-org/events/269045521/
6814,227880,shsny-org,cnmtspybcfbtb,SHSNY Brunch & Conversation: CANCELLED,5,1527338178000,2020,03,15,11,Sunday,1584286200000,1584336894000,0_0,0,how to find us,https://www.meetup.com/shsny-org/events/268855077/
6901,228383,nybackpackers,268098229,Dinner at Ayurveda Cafe before the Banff Film Festival,17,1579651211000,2020,03,02,18,Monday,1583190900000,1583198267000,0_0,0,how to find us,https://www.meetup.com/nybackpackers/events/268098229/
6902,228383,nybackpackers,268099236,Banff Mountain Film Festival 2019 Monday showing,68,1579653579000,2020,03,02,19,Monday,1583195400000,1583209656000,0_0,0,If you can't see me text me at 347-683-1242,https://www.meetup.com/nybackpackers/events/268099236/
6903,228383,nybackpackers,268098348,Pre-Banff dinner at Blockheads,9,1579651677000,2020,03,03,18,Tuesday,1583276400000,1583283281000,0_0,0,how to find us,https://www.meetup.com/nybackpackers/events/268098348/
6904,228383,nybackpackers,268105843,Banff Mountain Film Festival 2019 Tuesday showing,45,1579669485000,2020,03,03,19,Tuesday,1583281800000,1583295985000,0_0,0,If you can't see me text me at 347-683-1242,https://www.meetup.com/nybackpackers/events/268105843/
6905,228383,nybackpackers,267614483,"Canada Powder Highway ski trip (Revelstoke, Kicking Horse, Lake Louise, Banff)",7,1578068192000,2020,03,06,17,Friday,1583534700000,1584314196000,0_0,0,how to find us,https://www.meetup.com/nybackpackers/events/267614483/
6907,228383,nybackpackers,269646429,Virtual Happy Hour,34,1585153958000,2020,04,02,21,Thursday,1585875600000,1585885301000,0_0,0,https://us04web.zoom.us/j/398769294?pwd=YThjallrZi90SnBsT3BORE1LU0JIQT09,https://www.meetup.com/nybackpackers/events/269646429/
6908,228383,nybackpackers,269897307,Virtual Happy Hour,21,1586202647000,2020,04,09,20,Thursday,1586476800000,1586486810000,0_0,0,https://us04web.zoom.us/j/160462835?pwd=anJHajlzYUZDQnhGYjhDMmJZNEdDQT09,https://www.meetup.com/nybackpackers/events/269897307/
6910,228383,nybackpackers,270036595,Virtual Happy Hour,18,1586833785000,2020,04,19,20,Sunday,1587342600000,1587352769000,0_0,0,https://us04web.zoom.us/j/79581063796?pwd=TUlPWk5pUjdxdWF4aG0ydWZhbi9mdz09,https://www.meetup.com/nybackpackers/events/270036595/
6911,228383,nybackpackers,270063425,Questival Quaranteam competition,18,1586968789000,2020,04,23,20,Thursday,1587686400000,1587948927000,0_0,0,how to find us,https://www.meetup.com/nybackpackers/events/270063425/
6984,229184,conservative-137,270168173,GORDON CHANG VIRTUAL EVENT- THE WEST SIDE REPUBLICAN CLUB,22,1587423861000,2020,04,21,19,Tuesday,1587510000000,1587519296000,0_0,0,https://zoom.us/j/97165616938,https://www.meetup.com/conservative-137/events/270168173/
7013,231160,NYIrish,270245569,Heavy Meitheal Watch Party,5,1587762255000,2020,04,24,21,Friday,1587776400000,1587788854000,0_0,0,how to find us,https://www.meetup.com/NYIrish/events/270245569/
7027,232129,BrazilianPortuguese,268599510,Sarava! Yes Carnaval,10,1581325310000,2020,03,01,15,Sunday,1583092800000,1583124471000,0_0,0,I plan to arrive there around 4:30 pm. I will let you know the meeting point once I am at the venue. ,https://www.meetup.com/BrazilianPortuguese/events/268599510/
7028,232129,BrazilianPortuguese,268599250,Clelia Iruzun,8,1581323635000,2020,03,07,20,Saturday,1583629200000,1583638950000,0_0,0,how to find us,https://www.meetup.com/BrazilianPortuguese/events/268599250/
7030,232129,BrazilianPortuguese,270138634,Luiz Simas live from his living room ,11,1587303142000,2020,04,19,15,Sunday,1587322800000,1587328145000,0_0,0,www.facebook.com/luizpaulosimas,https://www.meetup.com/BrazilianPortuguese/events/270138634/
7031,232129,BrazilianPortuguese,270233879,Readings and chat about Clarice Lispector,10,1587705616000,2020,04,29,18,Wednesday,1588197600000,1588204107000,0_0,0,how to find us,https://www.meetup.com/BrazilianPortuguese/events/270233879/
7045,234502,funfunfunnyc,268876525,"Meet, Connect & Engage with ladies & gents! (21-35) (FREE Drink/Hosted)",64,1582261204000,2020,03,06,19,Friday,1583539200000,1583553197000,0_0,0,Area reserved for MEETUP/Jamie,https://www.meetup.com/funfunfunnyc/events/268876525/
7046,235362,nyc-beekeeping,269685332,Beekeepers' Gathering: Live Online ,18,1585284892000,2020,04,04,09,Saturday,1586005200000,1586016387000,0_0,0,Please fill out the linked form. We'll be sending a link for access.,https://www.meetup.com/nyc-beekeeping/events/269685332/
7047,235362,nyc-beekeeping,269896151,"Beekeepers' Gathering Live Online-This time: Swarms, How We Hate to See Them Go!",19,1586199741000,2020,04,11,09,Saturday,1586610000000,1586622234000,0_0,0,Please fill out the linked form at https://forms.gle/hgmcBAwBTeaxKVwi7. We'll be sending a live link for access.,https://www.meetup.com/nyc-beekeeping/events/269896151/
7869,238441,euchre-184,268825745,Saturday Euchre,6,1582120093000,2020,03,07,16,Saturday,1583614800000,1583623769000,0_0,0,Look for groups of four people playing cards.,https://www.meetup.com/euchre-184/events/268825745/
7874,241442,New-York-Film-And-Fashion,269629119,Andy Troy's Virtual 80s Dance Party!,6,1585077002000,2020,03,27,19,Friday,1585350000000,1585363782000,0_0,0,www.twitch.tv/andytroy515,https://www.meetup.com/New-York-Film-And-Fashion/events/269629119/
7875,241442,New-York-Film-And-Fashion,269962127,"Andy Troy's Virtual 80s Dance Party, Free Admission!",6,1586478380000,2020,04,17,19,Friday,1587164400000,1587178220000,0_0,0,www.twitch.tv/andytroy515,https://www.meetup.com/New-York-Film-And-Fashion/events/269962127/
7947,242218,bisexual-nyc,vggmnrybcfbdb,Manhattan 1st Monday Bisexual+ Social & Discussion Group by BiRequest,23,1579984830000,2020,03,02,18,Monday,1583190000000,1583200810000,0_0,0,"""check the front desk for ""BiRequest"" meeting room.""",https://www.meetup.com/bisexual-nyc/events/268234146/
7948,242218,bisexual-nyc,vmgmnrybcfbdb,Manhattan 1st Monday Butta' Bisexual+ Munch at Good Stuff Diner by BiRequest,5,1579983665000,2020,03,02,20,Monday,1583198100000,1583212156000,0_0,0,Ask/Look for a large table (we're usually at least 15 peeps) towards the back of the restaurant.,https://www.meetup.com/bisexual-nyc/events/268234152/
